Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,000660.KS,005380.KS,005930.KS,207940.KS,373220.KS,000660.KS,005380.KS,005930.KS,207940.KS,373220.KS,000660.KS,005380.KS,005930.KS,207940.KS,373220.KS,000660.KS,005380.KS,005930.KS,207940.KS,373220.KS,000660.KS,005380.KS,005930.KS,207940.KS,373220.KS
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-16,110302.1328125,151621.875,64624.765625,1227758.875,,112179.61592420212,154414.90953947368,65237.73765667344,1241451.375,,109832.76203457447,151222.87006578947,64274.495892615174,1207980.875,,111710.24514627659,151621.875,64887.46792428862,1218630.5,,2213552,1268117,17512081,70992,
2020-12-17,112179.625,152020.90625,64186.9375,1223194.625,,112179.625,152020.90625,64537.20728171896,1224716.125,,109832.7709205021,150025.8812335958,63573.96538199181,1214066.375,,111240.88336820083,151621.90124671915,64274.50494542974,1223194.625,,3649945,974859,24293214,45542,
2020-12-18,111240.875,150823.90625,63924.234375,1220151.875,,111710.24578059072,152419.92642195767,64537.20648544521,1229280.25,,110302.13343881856,150823.90625,63924.234375,1217109.125,,111240.875,152419.92642195767,64186.93670804795,1223194.625,,3010798,930831,17613029,44034,
2020-12-21,108894.0234375,149227.859375,63924.234375,1252101.0,,110771.50660021552,150823.87926136365,64274.50415239726,1259708.0,,107485.91106546337,147631.83948863635,63048.559931506854,1212545.0,,110771.50660021552,150424.87428977274,64011.80181934932,1220151.875,,3585805,1120752,20367355,122929,
2020-12-22,105608.4296875,146833.859375,63311.25390625,1221673.25,,108424.65447916667,148828.88463824728,64099.36080134855,1256665.125,,105608.4296875,146035.84926970108,63136.11904067255,1217109.125,,107955.28368055556,148429.8795855978,63486.38877182746,1253622.375,,4270842,1381697,16304910,70475,
2020-12-23,108894.0234375,147631.84375,64712.34375,1211023.625,,108894.0234375,150424.87863175676,64799.91119756427,1232323.0,,105608.42790274785,146035.82381756758,63311.26458897158,1209502.25,,106077.79869342672,146035.82381756758,63398.83203653586,1229280.25,,3173156,1301433,19411326,78278,
2020-12-24,110771.5078125,149227.859375,68127.4765625,1207980.875,,111240.87860831567,150823.87926136365,69003.15106844473,1220151.875,,108424.65383342162,147631.83948863635,64799.91343991002,1198852.5,,108894.02462923729,147631.83948863635,64887.4808905045,1214066.375,,3486636,1061140,32502870,74507,
2020-12-28,108424.65625,151222.9375,68915.5546875,1200373.875,,112179.62270021645,154015.97328496043,70141.49848117853,1224716.125,,107955.28544372295,149626.9170514512,68477.7176183291,1198852.5,,111710.25189393939,150823.9323878628,69178.25692900254,1212545.0,,4825132,2410348,40085044,125003,
2020-12-29,110008.3984375,154466.296875,70290.8828125,1250579.625,,112379.2690934806,155277.14357775592,70829.51026700191,1258186.625,,108111.7019127155,152439.18011811023,69393.17038833014,1214066.375,,111905.09496228448,154871.72022637795,70739.73902458492,1229280.25,,4208916,1488327,30339449,146382,
2020-12-30,112379.265625,155682.53125,72714.6953125,1256665.125,,112379.265625,156898.80102539062,72984.00899884259,1267314.875,,108585.87269251054,153249.99169921875,69393.15984760803,1241451.375,,110008.39504219408,154466.26147460938,69482.9310763889,1259708.0,,4195192,1361340,29417421,98610,
2021-01-04,119491.890625,168250.6875,74510.109375,1261229.375,,121388.58730158731,171088.65090361444,75766.90640060241,1274921.875,,114275.97476438493,156898.83388554215,71996.51532379517,1223194.625,,118069.36811755953,157304.25722891567,72714.68505271085,1246015.5,,7995016,5651695,38655276,120195,
2021-01-05,123759.4453125,169872.375,75318.0625,1265793.5,,125656.14179238505,172710.33830548928,75318.0625,1268836.25,,117595.18175287356,166223.56503579952,73253.3241954708,1244494.125,,118069.35587284483,167845.25835322196,73253.3241954708,1255143.75,,7180224,3022595,35335669,78816,
2021-01-06,124233.6171875,164601.875,73791.953125,1242972.75,,129923.70652433205,171494.0717364532,75856.69147277981,1273400.5,,123285.26896469465,164196.45166256157,73702.18189248783,1241451.375,,125656.13952170801,169872.3783866995,74779.43668263382,1259708.0,,8525749,2848547,42089013,95881,
2021-01-07,127552.859375,167034.421875,74420.3359375,1246015.5,,130397.90456552045,170683.2320615898,75587.36171215319,1253622.375,,124707.81418447956,165818.1518128034,74240.79351063028,1241451.375,,125656.1625813197,167034.421875,74330.56472406513,1253622.375,,5981299,2478337,32644642,76561,
2021-01-08,130872.09375,199468.296875,79716.8515625,1273400.5,,130872.09375000001,208387.6109629065,80794.1063133446,1277964.625,,125656.1769701087,182440.51543445123,74510.12026675112,1239929.875,,128975.39673913045,195008.63983104675,74779.43395446228,1249058.25,,8713010,19933702,59013307,173433,
2021-01-11,126130.3203125,216901.484375,81691.8046875,1287092.875,,132768.7582236842,234334.68779205607,86898.53509615385,1343384.25,,124233.62376644736,207576.7476635514,80345.23647836539,1253622.375,,130872.06167763157,207982.17099883177,80794.09254807692,1279486.0,,11154671,14433887,90306177,368166,
2021-01-12,122336.921875,211630.984375,81332.71875,1244494.125,,126604.48891715116,222577.4146012931,82050.88845198676,1311435.125,,119017.70306443798,203117.09419899425,78819.12479304636,1226237.5,,125181.96656976744,213658.1010835728,81063.40511175497,1288614.25,,8700877,8040182,48682416,190032,
2021-01-13,126130.3203125,210009.3125,80524.7890625,1262750.75,,126604.49444901315,214874.39309845562,81871.35744147157,1265793.5,,121862.75308388157,202711.69160231663,79986.16171091137,1220151.875,,122336.92722039473,210414.73588320464,80614.56028776478,1238408.5,,6791044,5805649,36068848,136549,
2021-01-14,123759.4453125,203117.125,80524.7890625,1241451.375,,126130.31591235632,207171.35903193612,80794.10273829431,1259708.0,,122336.9229525862,201495.43138722554,79627.07680985228,1232323.0,,125656.14179238505,203522.5484031936,79627.07680985228,1259708.0,,5380278,3389733,26393970,107553,
2021-01-15,120914.4140625,194603.203125,78998.671875,1223194.625,,128027.02665441178,206765.9033203125,82409.97816051137,1253622.375,,120440.23988970589,193792.3564453125,78998.671875,1223194.625,,126130.3299632353,204333.36328125,80614.55379971591,1247536.875,,4838114,3915078,33431809,93376,
2021-01-18,123285.2578125,195414.046875,76305.53125,1198852.5,,124233.60594951923,199873.70354642117,78370.26915441177,1233844.375,,118543.51712740386,189738.12020228215,75497.59033088236,1195809.75,,119491.86526442309,192576.08353864108,77741.87066176471,1206459.375,,5927419,3387635,43227951,107704,
2021-01-19,123759.4453125,212036.390625,78100.9609375,1211023.625,,125181.96767241378,212036.390625,78998.6731321839,1227758.875,,121862.74883261493,197846.5748087954,75048.73947557471,1179074.5,,124233.61943247126,197846.5748087954,75856.68045079023,1195809.75,,4513315,4976690,39895044,90520,
2021-01-20,123759.4453125,210009.3125,78280.5,1209502.25,,128027.01239224138,224604.5542953668,79896.38188073394,1223194.625,,123285.27119252873,205955.07866795367,77652.10149082569,1195809.75,,127078.66415229885,219739.4736969112,79896.38188073394,1217109.125,,4913282,5305494,25211127,64597,
2021-01-21,124707.796875,214468.953125,79088.4453125,1211023.625,,126130.3192728137,216090.6465323724,79537.30141529512,1220151.875,,123285.27447718632,210414.719606569,77652.10578355561,1206459.375,,124707.796875,214063.5297731569,78549.81798914586,1209502.25,,3067677,2593509,25318011,55897,
2021-01-22,121862.75,208387.609375,77921.4296875,1207980.875,,125181.96887159534,213252.6897495136,80524.79542590726,1223194.625,,121862.75,208387.609375,77921.4296875,1200373.875,,124707.79474708172,211630.9962913424,79896.39679939517,1215587.75,,3927767,2093127,30861661,77328,
2021-01-25,128027.0078125,210820.15625,80255.4765625,1201895.25,,128027.0078125,212441.84975961538,80704.33269539989,1214066.375,,122811.09267939815,203927.95883413462,77472.56853852069,1195809.75,,123285.26678240742,205144.22896634616,78100.96712458054,1203416.625,,5061864,1895263,27258534,77324,
2021-01-26,122336.921875,203927.953125,77831.640625,1220151.875,,127078.66303294574,211225.5737139662,80075.92091983852,1258186.625,,121862.74775920542,203117.10639289266,77652.09820141293,1206459.375,,127078.66303294574,211225.5737139662,79716.83607266436,1209502.25,,6270106,1846817,33178936,182551,
2021-01-27,121862.75,199062.875,76844.171875,1291657.125,,125181.96887159534,206360.49567209778,78729.36768034463,1296221.25,,120914.40175097276,198657.4516293279,76844.171875,1229280.25,,122811.09824902724,204333.37881873728,77741.88416325934,1261229.375,,5068456,2190994,26423070,428830,
2021-01-28,116646.859375,193386.921875,75138.5,1274921.875,,119017.73050050813,197441.1550379979,76844.15292712067,1287092.875,,115224.33669969512,191765.22860980083,74689.6439665472,1241451.375,,117595.20782520325,192981.4985587002,74689.6439665472,1262750.75,,6270829,2033262,31859808,153309,
2021-01-29,116172.6640625,185683.90625,73612.40625,1206459.375,,121862.75373086735,196630.33740447598,76305.54306402439,1284050.125,,115224.31578443878,184062.21274563318,73612.40625,1204938.0,,121862.75373086735,196224.91402838426,75856.68692835365,1284050.125,,7391307,2663404,39615978,181849,
2021-02-01,118543.546875,193386.921875,74510.109375,1236887.125,,119491.89525,193386.921875,74869.19423945784,1241451.375,,111905.10825,182035.06901860586,72714.68505271085,1209502.25,,114750.15337500001,185683.87886530397,73343.08356551205,1218630.5,,5620305,1798912,28046832,91144,
2021-02-02,123285.2578125,195008.65625,75766.90625,1256665.125,,125656.12815504808,197441.1966606029,77562.33056872038,1261229.375,,120440.21340144232,191359.84563409563,75138.50773844786,1226237.5,,121862.73560697115,195819.50305353428,75497.59260219194,1242972.75,,4880067,1519973,26302077,89992,
2021-02-03,123285.2578125,199062.875,75946.4453125,1255143.75,,124707.78001802885,204738.80218940938,76664.61500812648,1268836.25,,121862.73560697115,196630.3347759674,74869.19076906028,1236887.125,,124233.60594951923,198657.4516293279,76125.98773640662,1265793.5,,3693688,2983093,22112205,74937,
2021-02-04,118543.546875,201495.40625,74061.2734375,1236887.125,,121862.7661875,205144.21642354125,75228.29956439394,1250579.625,,117595.1985,197846.59607645875,73702.18847537879,1226237.5,,120914.4178125,203927.94636569417,74958.98584280303,1249058.25,,4600618,1907305,24171688,64288,
2021-02-05,120914.4140625,202306.265625,74958.96875,1235365.75,,121388.58823529413,203117.11238101203,75407.8248502994,1242972.75,,118069.3690257353,197035.76171092186,74061.2565494012,1226237.5,,119966.06571691176,202306.265625,74599.88386976048,1236887.125,,3497303,1539977,18036835,44115,
2021-02-08,118543.546875,189738.140625,74510.109375,1223194.625,,121388.592,195008.64453125,75587.3639683735,1246015.5,,118543.546875,185278.4834735577,74510.109375,1221673.25,,120914.4178125,192981.52764423078,75228.27910391566,1233844.375,,2876471,3212977,15338765,44397,
2021-02-09,119017.703125,191765.234375,74240.8046875,1220151.875,,123285.27016932271,195008.62100290696,76126.00045344619,1232323.0,,118543.52900896415,188521.847747093,74240.8046875,1220151.875,,120914.39958914343,188521.847747093,75407.83063784764,1224716.125,,5177095,1391614,20898332,39065,
2021-02-10,119491.890625,198657.421875,73253.3125,1215587.75,,120440.23896329365,199468.26849489796,74151.0246629902,1227758.875,,118069.36811755953,190548.95567602038,73253.3125,1209502.25,,119017.71645585318,193792.34215561225,74151.0246629902,1226237.5,,4262526,1233628,23025766,54207,
2021-02-15,125181.96875,200684.546875,75587.375,1217109.125,,125656.14287405302,201900.8168560606,75856.68868764845,1224716.125,,123285.27225378787,197441.16025883838,74779.43393705462,1215587.75,,123285.27225378787,200279.1235479798,75228.29008313539,1223194.625,,5384526,916331,23529706,46270,
2021-02-16,125656.140625,200684.546875,76215.75,1211023.625,,127078.66297169811,203522.5101641414,77203.2332155477,1221673.25,,123759.44416273585,198657.430239899,75587.351590106,1207980.875,,125656.140625,201900.8168560606,75856.6651943463,1218630.5,,3218689,1179084,20483100,58330,
2021-02-17,123285.2578125,197441.15625,74689.6484375,1195809.75,,124233.60594951923,201089.9661190965,75587.36055814303,1206459.375,,121388.56153846154,196630.309612423,74510.10601337139,1183638.625,,124233.60594951923,201089.9661190965,75318.04692195012,1206459.375,,3621178,871176,18307735,86425,
2021-02-18,119491.890625,190954.390625,73702.1640625,1191245.625,,123285.28397817462,197441.16397956476,75048.73222442143,1207980.875,,119017.71645585318,190954.390625,73702.1640625,1191245.625,,121862.76147073413,195414.04730626327,74689.64738124238,1192767.0,,3792425,1260023,21327683,41335,
2021-02-19,126130.3203125,196224.90625,74151.0390625,1206459.375,,126130.3203125,196224.90625,74330.58152996367,1206459.375,,121862.75308388157,190954.4025697314,72714.69932279056,1185160.0,,122336.92722039473,191765.24928977274,73881.72536130447,1194288.375,,6986526,1168454,25880879,53643,
2021-02-22,129449.546875,195819.453125,73791.953125,1186681.375,,132294.59186126373,200684.53270574534,75587.37777524331,1207980.875,,128027.02438186813,194603.18322981364,73791.953125,1185160.0,,128975.37271062272,197035.72302018633,75228.29284519465,1206459.375,,7961516,1157808,25419886,50641,
2021-02-23,131346.1875,198252.015625,73612.40625,1156253.625,,132768.70938628158,200684.5556940184,74420.34729420731,1177553.125,,124707.75203068592,192170.66545245398,72804.46520579267,1148646.75,,126604.44787906136,196630.3222456544,72894.23643292683,1176031.75,,6400037,1629578,20587314,90906,
2021-02-24,128975.390625,190548.96875,73612.40625,1136475.625,,136088.00407858455,201900.82220744682,75048.74588414634,1171467.5,,127078.69370404413,190548.96875,72984.00766006098,1133432.875,,130397.91331571691,199873.70551861703,73432.8637957317,1151689.5,,9074809,2072507,26807651,82230,
2021-02-25,140829.71875,198657.421875,76574.8671875,1179074.5,,141778.06702441076,198657.421875,76664.63842687572,1185160.0,,132768.75841750842,190548.95567602038,74510.12868185814,1137997.0,,133717.10669191918,193792.34215561225,75407.84107561548,1147125.375,,9936495,1562697,34155986,53630,
2021-02-26,134191.296875,192170.65625,74061.2734375,1141039.875,,137510.51623233216,201495.39273470466,74869.21460227272,1162339.25,,130872.07751766784,190954.38627373418,73612.41723484849,1141039.875,,136087.9936506184,193386.92622626582,74330.58715909091,1160817.875,,10843268,2710962,38520800,82154,
2021-03-02,137036.3125,193792.359375,75048.75,1145604.0,,142726.40160034603,201900.82629445606,76574.86094497608,1174510.375,,133717.0938581315,192170.66599110878,74510.1226076555,1137997.0,,141303.8793252595,198252.01618070083,76395.31848086124,1151689.5,,9376523,2509152,33498180,54872,
2021-03-03,139407.171875,194603.203125,75407.828125,1157775.125,,139407.171875,195819.47314453125,75407.828125,1157775.125,,132294.561065051,191765.23974609375,74330.5734375,1137997.0,,135139.60538903062,193792.3564453125,74958.97200520833,1142561.25,,5827221,910872,19882132,37216,
2021-03-04,134665.4375,190548.96875,73971.5,1137997.0,,137984.65602992958,192981.50877659576,74689.66990291262,1150168.125,,132294.56712147887,188521.8520611702,73791.95752427184,1136475.625,,135613.78565140846,191359.8154255319,74151.04247572816,1141039.875,,6586562,1274581,24348331,57765,
2021-03-05,132768.78125,190548.96875,73702.1640625,1093876.875,,134191.30390625,192170.66210106385,74151.02011647381,1124304.625,,129449.56171875,185278.46535904254,72804.45195455237,1084748.5,,130872.08437499999,186900.1587101064,72804.45195455237,1118219.0,,6091444,1153198,20508971,92442,
2021-03-08,128501.1953125,186900.15625,73612.40625,1058885.0,,135613.80759916976,192576.08290401302,74510.11852134146,1099962.375,,128501.1953125,186494.73291757048,73253.32134146341,1057363.625,,135613.80759916976,192170.6595715835,74420.34729420731,1099962.375,,5587787,853206,17641256,75318,
2021-03-09,129449.546875,187711.015625,73073.7734375,1045192.5,,130397.89520375458,189738.13242440604,73522.62953969595,1068013.25,,123759.45690247252,184873.05210583154,72355.6036739865,1033021.375,,127078.67605311355,186900.16890523757,73073.7734375,1043671.0625,,7822152,1254755,25420764,112039,
2021-03-10,126130.3203125,184467.625,72624.921875,1042149.6875,,133242.93236019736,191765.24532967032,74061.26149181087,1069534.625,,125656.14617598684,184062.20164835165,72445.37942289864,1042149.6875,,133242.93236019736,191765.24532967032,73971.49026576019,1063449.125,,5614476,901351,20038422,43036,
2021-03-11,129923.6875,185278.46875,73612.40625,1087791.25,,131820.3836678832,188116.43216630197,74061.26238567072,1096919.625,,127078.64324817518,184467.622059628,72714.69397865853,1042149.6875,,127552.81729014599,184873.04540481398,72714.69397865853,1042149.6875,,6707671,1154314,23818297,72600,
2021-03-12,132768.78125,188521.84375,74330.5703125,1130390.125,,135139.65234375,189332.69038978493,74958.96885378925,1150168.125,,132294.60703125,185683.88051075267,73971.48543176329,1101483.75,,133242.95546875,187710.99711021504,74599.88397305254,1103005.125,,4548695,823038,13530573,84812,
2021-03-15,129449.546875,188116.4375,73432.8671875,1118219.0,,134665.4626831502,191359.82435344826,74420.35073158618,1128868.75,,128975.37271062272,186494.74407327586,73432.8671875,1101483.75,,134191.2885187729,188927.28421336206,74330.57950030563,1125826.0,,4289990,769672,13735798,39181,
2021-03-16,133242.921875,189738.140625,74330.5703125,1115176.25,,133242.921875,190548.9873798077,74510.11275286836,1141039.875,,130872.05137900356,188116.44711538462,73702.17177121075,1115176.25,,131346.22547820286,189332.71724759616,73791.94299139493,1141039.875,,3304561,633617,12293537,40488,
2021-03-17,132768.78125,188116.4375,73881.7109375,1093876.875,,133717.12968749998,189738.13092672412,74420.33823473573,1118219.0,,131346.25859374998,186494.74407327586,73612.39728888214,1086269.875,,133717.12968749998,189738.13092672412,74330.56701852976,1116697.625,,2588319,627439,11625146,51725,
2021-03-18,134665.4375,189738.140625,74420.3359375,1098441.0,,137510.48195422537,192981.52764423078,75228.27685841375,1115176.25,,133717.08934859154,189332.71724759616,74151.0222971954,1098441.0,,135139.61157570424,190143.56400240384,74330.56472406513,1109090.75,,4426840,1005422,18585244,41869,
2021-03-19,130872.09375,186089.3125,73522.6171875,1077141.625,,132294.6165081522,188116.4291938998,74061.24441964286,1090834.125,,129923.74524456523,185683.88916122005,73432.84598214286,1072577.375,,130872.09375000001,186494.73583877998,73702.15959821429,1075620.25,,4015627,1055587,15869700,46918,
2021-03-22,130872.09375,185683.90625,73612.40625,1087791.25,,132768.79076086957,187305.5997543668,73881.71993140243,1092355.5,,129923.74524456523,184467.63612172488,73343.09256859755,1074098.875,,131346.2680027174,186494.7530021834,73612.40625,1087791.25,,2727719,739527,12670506,25944,
2021-03-23,128027.0078125,183656.78125,73432.8671875,1084748.5,,132294.57473958333,187305.59147350994,74420.35073158618,1113654.875,,127078.65960648148,182845.93453366446,73432.8671875,1083227.125,,131820.40063657408,186089.3213990066,74151.03703774449,1093876.875,,3839090,1024811,13299907,40862,
2021-03-24,126604.5078125,179197.125,72714.6953125,1089312.625,,127552.85618562733,182845.93523755655,73253.32268518518,1090834.125,,124707.81106624531,178386.278280543,72445.38162615741,1072577.375,,126130.33362593633,182440.51187782804,72714.6953125,1072577.375,,3894080,1049551,17926638,25553,
2021-03-25,126130.3203125,176764.578125,72894.25,1092355.5,,127552.84272203947,178791.69484661697,73702.19119458129,1103005.125,,123759.4496299342,175142.8847477064,72535.16502463055,1080184.375,,126130.3203125,177170.00146932338,72714.70751231528,1084748.5,,4157799,1087519,14758826,26528,
2021-03-26,128027.0078125,174737.484375,73163.546875,1103005.125,,128027.0078125,177980.87155597447,73253.3180981595,1118219.0,,125181.96319444446,171899.52059164734,72714.69075920245,1092355.5,,127078.65960648148,177980.87155597447,73073.7756518405,1095398.25,,3835443,1480861,12845778,34252,
2021-03-29,125181.96875,174737.484375,73253.3125,1137997.0,,128501.1876183712,176359.17796548724,73343.08371629902,1137997.0,,124707.79462594696,171088.67379640372,72714.68520220589,1096919.625,,128501.1876183712,174737.484375,73343.08371629902,1104526.5,,3575226,1184415,14952134,54491,
2021-03-30,127552.859375,177980.84375,74119.859375,1136475.625,,128501.20777184016,179197.1137528474,74210.02952022506,1144082.625,,125181.98838289962,174332.03374145785,73308.32806797445,1127347.375,,126130.33677973978,174737.45707574033,73578.83850364963,1142561.25,,3304184,935840,13121698,22810,
2021-03-31,125656.140625,176764.578125,73398.4921875,1137997.0,,128027.01120283018,180007.96487958715,74570.70397919226,1156253.625,,125181.96650943396,176764.578125,73398.4921875,1131911.5,,127552.83708726415,179602.54153526376,74300.19356572483,1139518.375,,3309680,750876,17240518,34571,
2021-04-01,133242.921875,177575.40625,74751.03125,1136475.625,,133242.921875,182035.06257134702,74841.20137213511,1145604.0,,129449.5290814057,177169.98294805936,73939.50015078408,1128868.75,,130872.05137900356,178791.67615582192,74390.35076145959,1131911.5,,5833436,749450,18676461,37486,
2021-04-02,133717.09375,189332.671875,76464.2734375,1131911.5,,135613.79011524824,193386.90467746253,76824.95397258255,1144082.625,,132768.74556737588,182440.4761108137,75652.74223356428,1125826.0,,134665.44193262412,182845.89939105997,75742.91236733491,1137997.0,,3432245,3648528,22997538,30480,
2021-04-05,135613.8125,189738.140625,77005.2890625,1141039.875,,137036.33500874127,191765.25751201922,77546.30982874708,1142561.25,,133717.1158216783,186494.75360576922,76464.26829625294,1104526.5,,134665.46416083915,191359.83413461538,77365.96957333139,1127347.375,,2616440,990184,16255990,47392,
2021-04-06,135613.8125,186494.75,77546.3203125,1147125.375,,139407.20585664336,190548.9836956522,77726.66059229651,1148646.75,,134191.28999125873,186089.32663043478,76734.7890534157,1130390.125,,139407.20585664336,190548.9836956522,77726.66059229651,1134954.25,,3753217,737694,19042023,36278,
2021-04-07,136087.984375,186494.75,77185.6484375,1163860.625,,138458.85518292684,188521.86684782608,77726.66933776284,1185160.0,,135139.63605182926,183656.78641304348,77005.30813741237,1133432.875,,138458.85518292684,185278.47989130436,77636.49918771903,1147125.375,,2424687,708886,17885538,68087,
2021-04-08,136562.171875,187711.015625,76374.09375,1160817.875,,138458.86870659722,189332.70906452482,77275.79497491145,1171467.5,,135139.64925130206,184062.2053860691,75833.07301505313,1151689.5,,136087.9976671007,185683.89882559393,77275.79497491145,1156253.625,,3774932,915323,19244259,28781,
2021-04-09,132768.78125,185278.46875,75382.2421875,1171467.5,,137510.5234375,188116.43216630197,76554.45408754486,1174510.375,,132294.60703125,184062.198714442,75201.90189518541,1153210.875,,136562.175,187711.00882111597,76374.11379523027,1160817.875,,3276077,726250,18193707,33141,
2021-04-12,130397.8984375,183251.359375,75021.546875,1189724.125,,133242.9434943182,185683.8995436947,75833.07803109975,1194288.375,,128975.37590909092,182845.9360135509,74931.37674654447,1165382.0,,133242.9434943182,184873.05282079647,75833.07803109975,1172988.875,,3878457,659014,12915282,50479,
2021-04-13,132294.578125,186494.75,75742.921875,1192767.0,,132768.75224014337,186494.75,76193.77260044643,1197331.125,,128501.18520385305,183251.36304347825,74660.88013392857,1180595.875,,128975.35931899642,183656.78641304348,74841.22042410714,1192767.0,,2876178,634607,15238206,41393,
2021-04-14,129923.6875,188521.84375,75742.921875,1201895.25,,131820.3836678832,192170.65362903225,76013.43231026786,1214066.375,,129449.51345802919,186900.1504704301,75201.90100446428,1192767.0,,131820.3836678832,187305.57379032258,75742.921875,1192767.0,,2777203,940909,13794652,53482,
2021-04-15,130397.8984375,186900.15625,75833.1015625,1226237.5,,131820.42096590908,188521.849579718,76193.78218824316,1239929.875,,128975.37590909092,185683.8862527115,75201.91046744946,1189724.125,,128975.37590909092,188521.849579718,75472.42093675684,1201895.25,,2291160,555364,16377412,98363,
2021-04-16,130397.8984375,187711.015625,75652.75,1264272.125,,131820.42096590908,189332.70906452482,76374.1111442193,1268836.25,,130397.8984375,186900.16890523757,75382.23957091775,1211023.625,,131346.24678977273,187711.015625,76374.1111442193,1239929.875,,1982877,577562,15429522,137195,
2021-04-19,130872.09375,186494.75,75111.734375,1262750.75,,131820.44225543478,188521.86684782608,75742.92542016807,1319042.0,,129923.74524456523,185683.90326086959,75111.734375,1250579.625,,130872.09375000001,188116.4434782609,75562.58512154862,1273400.5,,1906782,715867,15287311,295084,
2021-04-20,131346.1875,185683.90625,75652.75,1273400.5,,131346.1875,187305.5997543668,75742.92014302741,1291657.125,,129449.49165162454,185278.48287390827,74931.3888557807,1262750.75,,129449.49165162454,186494.7530021834,75111.72914183552,1270357.625,,2167732,722449,15521965,71486,
2021-04-21,125656.140625,182845.9375,74480.546875,1267314.875,,130872.05589622642,184873.05432372505,75292.07825741525,1285571.5,,125181.96650943396,181629.66740576495,74390.37672139831,1247536.875,,130872.05589622642,184467.63095898004,75111.73795021186,1262750.75,,5120577,848076,21636079,82073,
2021-04-22,126130.3203125,183251.359375,74300.1953125,1224716.125,,128501.19099506579,187305.59298949115,74841.21615215413,1258186.625,,126130.3203125,182845.9360135509,74300.1953125,1223194.625,,127552.84272203947,183656.78273644912,74751.04601221177,1249058.25,,3007457,1025922,13934746,93692,
2021-04-23,125656.140625,179197.125,74660.8828125,1235365.75,,125656.140625,182845.93523755655,74751.05296082428,1241451.375,,121862.7477004717,178791.7016402715,73578.8410326087,1209502.25,,123759.44416273585,182845.93523755655,73849.35147758153,1224716.125,,4854412,1202196,17805080,48298,
2021-04-26,124707.796875,179602.546875,75292.0625,1246015.5,,125656.14514020913,180413.39358775396,75292.0625,1249058.25,,123759.44860979088,178386.27680586907,74480.53128742515,1224716.125,,125656.14514020913,179602.546875,74751.04169161676,1232323.0,,2904879,653982,15489938,42112,
2021-04-27,128027.0078125,178386.265625,74751.03125,1227758.875,,128975.35601851852,180413.38227982956,75111.71173854041,1252101.0,,125656.13729745371,176764.57230113636,74390.35076145959,1227758.875,,126130.31140046296,180007.95894886364,75021.54161640532,1246015.5,,3394650,763634,12941533,35031,
2021-04-28,123285.2578125,179602.546875,74029.671875,1203416.625,,128026.99849759616,181224.2403005079,75021.54323995128,1233844.375,,123285.2578125,177980.8534494921,74029.671875,1203416.625,,127552.82442908654,178386.27680586907,75021.54323995128,1223194.625,,5596760,701452,15596759,48622,
2021-04-29,123285.2578125,176359.140625,73669.0,1217109.125,,126130.3022235577,179602.52711925286,74390.36107711139,1230801.625,,122336.90967548077,175953.7173132184,73488.65973072215,1209502.25,,125181.95408653846,179197.10380747126,74300.19094247246,1209502.25,,3738266,1047837,20000973,44410,
2021-04-30,121388.578125,171899.484375,73488.671875,1223194.625,,123759.4487915039,175548.2941848467,74029.69277223926,1239929.875,,119966.05572509766,171088.6377505896,73488.671875,1207980.875,,123285.27465820312,175142.8708726415,73849.35247315951,1209502.25,,3955947,1168115,18673197,43246,
2021-05-03,124707.796875,176764.578125,73669.0,1176031.75,,125656.14514020913,180413.38822391056,74300.19094247246,1223194.625,,120440.22968155894,171088.65130447247,73037.80905752754,1166903.375,,120914.40381416351,171899.49799311926,73037.80905752754,1223194.625,,4085398,1189242,15710336,70402,
2021-05-04,125181.96875,181224.21875,74480.546875,1162339.25,,125181.96875,182035.0653663311,74480.546875,1174510.375,,122336.92400568181,176359.13905201343,73759.18564618644,1133432.875,,123759.4463778409,178386.25559284116,73849.35579978813,1166903.375,,2547004,953550,12532550,64020,
2021-05-06,122336.921875,181224.21875,74210.0234375,1191245.625,,123759.44422238372,182440.48867449665,74210.0234375,1200373.875,,121388.57364341085,179197.10220917227,73669.00261049514,1144082.625,,123285.27010658915,180818.79544183446,73669.00261049514,1156253.625,,4211535,645594,17047511,61089,
2021-05-07,122811.1015625,181629.65625,73849.328125,1223194.625,,124233.62397442084,184062.1962890625,74029.6683646215,1259708.0,,120440.23087596525,179197.1162109375,73488.64764575702,1194288.375,,121388.57915057914,181224.23291015625,73759.15800518925,1194288.375,,3450323,639489,14154882,126781,
2021-05-10,123285.2578125,186089.3125,75021.546875,1241451.375,,124233.60594951923,186494.73583877998,75292.05726036658,1253622.375,,121862.73560697115,182845.92578976037,73759.1650766226,1223194.625,,124233.60594951923,183656.77246732026,74210.01571890023,1226237.5,,3067077,1117219,19385027,57419,
2021-05-11,116646.859375,183656.78125,73218.1640625,1242972.75,,120914.42740091463,185278.47468267108,74480.54620150862,1244494.125,,115698.51092479675,181224.2411009934,73127.99390971367,1218630.5,,120440.253175813,184062.20460816778,74390.37604872229,1239929.875,,9882491,852825,28996680,59611,
